Rating,ID,Title,Title Slug
1836.5363480780,1316,"Distinct Echo Substrings",distinct-echo-substrings
1836.5345744332,2146,"K Highest Ranked Items Within a Price Range",k-highest-ranked-items-within-a-price-range
1835.4868365659,995,"Minimum Number of K Consecutive Bit Flips",minimum-number-of-k-consecutive-bit-flips
1834.8680347090,2370,"Longest Ideal Subsequence",longest-ideal-subsequence
1832.7167755024,3012,"Minimize Length of Array Using Operations",minimize-length-of-array-using-operations
1832.2280384591,755,"Pour Water",pour-water
1831.9395911303,2034,"Stock Price Fluctuation ",stock-price-fluctuation
1830.3165569278,980,"Unique Paths III",unique-paths-iii
1830.1493771696,790,"Domino and Tromino Tiling",domino-and-tromino-tiling
1828.6438563573,1754,"Largest Merge Of Two Strings",largest-merge-of-two-strings
1828.2700238306,2135,"Count Words Obtained After Adding a Letter",count-words-obtained-after-adding-a-letter
1827.0907402220,1095,"Find in Mountain Array",find-in-mountain-array
1825.7704860080,934,"Shortest Bridge",shortest-bridge
1825.4207082682,1702,"Maximum Binary String After Change",maximum-binary-string-after-change
1825.0056908946,1835,"Find XOR Sum of All Pairs Bitwise AND",find-xor-sum-of-all-pairs-bitwise-and
1824.8294463410,1298,"Maximum Candies You Can Get from Boxes",maximum-candies-you-can-get-from-boxes
1823.8779711373,1377,"Frog Position After T Seconds",frog-position-after-t-seconds
1823.5831437787,1458,"Max Dot Product of Two Subsequences",max-dot-product-of-two-subsequences
1822.9768689716,1363,"Largest Multiple of Three",largest-multiple-of-three
1822.3170524016,2931,"Maximum Spending After Buying Items",maximum-spending-after-buying-items
1822.1301265412,2217,"Find Palindrome With Fixed Length",find-palindrome-with-fixed-length
1820.5855764400,1405,"Longest Happy String",longest-happy-string
1819.6800324413,3148,"Maximum Difference Score in a Grid",maximum-difference-score-in-a-grid
1819.3068421506,2055,"Plates Between Candles",plates-between-candles
1818.0024504436,861,"Score After Flipping Matrix",score-after-flipping-matrix
1817.9978644712,1792,"Maximum Average Pass Ratio",maximum-average-pass-ratio
1817.5282352022,2787,"Ways to Express an Integer as Sum of Powers",ways-to-express-an-integer-as-sum-of-powers
1817.2240262920,1658,"Minimum Operations to Reduce X to Zero",minimum-operations-to-reduce-x-to-zero
1817.0597073686,795,"Number of Subarrays with Bounded Maximum",number-of-subarrays-with-bounded-maximum
1816.5569971270,3026,"Maximum Good Subarray Sum",maximum-good-subarray-sum
1815.1286459024,773,"Sliding Puzzle",sliding-puzzle
1810.7690062079,1284,"Minimum Number of Flips to Convert Binary Matrix to Zero Matrix",minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix
1810.6470004623,2642,"Design Graph With Shortest Path Calculator",design-graph-with-shortest-path-calculator
1809.8192888474,1345,"Jump Game IV",jump-game-iv
1809.5579156134,776,"Split BST",split-bst
1808.7871088310,1519,"Number of Nodes in the Sub-Tree With the Same Label",number-of-nodes-in-the-sub-tree-with-the-same-label
1808.5754920785,1230,"Toss Strange Coins",toss-strange-coins
1808.3407696613,2302,"Count Subarrays With Score Less Than K",count-subarrays-with-score-less-than-k
1807.4618172386,1594,"Maximum Non Negative Product in a Matrix",maximum-non-negative-product-in-a-matrix
1806.5891699944,1073,"Adding Two Negabinary Numbers",adding-two-negabinary-numbers
1805.5947071171,1035,"Uncrossed Lines",uncrossed-lines
1804.5783242151,1080,"Insufficient Nodes in Root to Leaf Paths",insufficient-nodes-in-root-to-leaf-paths
1804.5283324227,2096,"Step-By-Step Directions From a Binary Tree Node to Another",step-by-step-directions-from-a-binary-tree-node-to-another
1803.7518552874,1953,"Maximum Number of Weeks for Which You Can Work",maximum-number-of-weeks-for-which-you-can-work
1802.7875657754,2934,"Minimum Operations to Maximize Last Elements in Arrays",minimum-operations-to-maximize-last-elements-in-arrays
1802.2256875356,1673,"Find the Most Competitive Subsequence",find-the-most-competitive-subsequence
1799.4635458535,1186,"Maximum Subarray Sum with One Deletion",maximum-subarray-sum-with-one-deletion
1797.8728515982,1711,"Count Good Meals",count-good-meals
1797.7466000366,1834,"Single-Threaded CPU",single-threaded-cpu
1797.5851607225,1072,"Flip Columns For Maximum Number of Equal Rows",flip-columns-for-maximum-number-of-equal-rows
1797.4917663632,1028,"Recover a Tree From Preorder Traversal",recover-a-tree-from-preorder-traversal
1796.5392133092,3001,"Minimum Moves to Capture The Queen",minimum-moves-to-capture-the-queen
1795.0422250815,966,"Vowel Spellchecker",vowel-spellchecker
1794.6129370985,2998,"Minimum Number of Operations to Make X and Y Equal",minimum-number-of-operations-to-make-x-and-y-equal
1794.5827898448,886,"Possible Bipartition",possible-bipartition
1793.8027487553,1653,"Minimum Deletions to Make String Balanced",minimum-deletions-to-make-string-balanced
1793.3037316825,2381,"Shifting Letters II",shifting-letters-ii
1793.3033536992,2615,"Sum of Distances",sum-of-distances
1793.1160019698,3092,"Most Frequent IDs",most-frequent-ids
1792.0767945370,1245,"Tree Diameter",tree-diameter
1791.5102962397,2771,"Longest Non-decreasing Subarray From Two Arrays",longest-non-decreasing-subarray-from-two-arrays
1791.0336923305,2712,"Minimum Cost to Make All Characters Equal",minimum-cost-to-make-all-characters-equal
1790.5747006625,2321,"Maximum Score Of Spliced Array",maximum-score-of-spliced-array
1787.8550568757,2192,"All Ancestors of a Node in a Directed Acyclic Graph",all-ancestors-of-a-node-in-a-directed-acyclic-graph
1787.6346864268,768,"Max Chunks To Make Sorted II",max-chunks-to-make-sorted-ii
1787.4514432151,1156,"Swap For Longest Repeated Character Substring",swap-for-longest-repeated-character-substring
1787.2310751136,1497,"Check If Array Pairs Are Divisible by k",check-if-array-pairs-are-divisible-by-k
1786.9268132617,1510,"Stone Game IV",stone-game-iv
1786.6885430540,1312,"Minimum Insertion Steps to Make a String Palindrome",minimum-insertion-steps-to-make-a-string-palindrome
1786.5491561897,971,"Flip Binary Tree To Match Preorder Traversal",flip-binary-tree-to-match-preorder-traversal
1786.4753467293,787,"Cheapest Flights Within K Stops",cheapest-flights-within-k-stops
1786.3121598293,983,"Minimum Cost For Tickets",minimum-cost-for-tickets
1785.6872758693,1911,"Maximum Alternating Subsequence Sum",maximum-alternating-subsequence-sum
1785.6006955353,2653,"Sliding Subarray Beauty",sliding-subarray-beauty
1784.3506628869,2952,"Minimum Number of Coins to be Added",minimum-number-of-coins-to-be-added
1784.2539813582,894,"All Possible Full Binary Trees",all-possible-full-binary-trees
1783.2337340478,851,"Loud and Rich",loud-and-rich
1782.9801784101,1765,"Map of Highest Peak",map-of-highest-peak
1782.3312212058,1171,"Remove Zero Sum Consecutive Nodes from Linked List",remove-zero-sum-consecutive-nodes-from-linked-list
1781.8156963676,2353,"Design a Food Rating System",design-a-food-rating-system
1781.3664141686,1895,"Largest Magic Square",largest-magic-square
1779.9495819318,842,"Split Array into Fibonacci Sequence",split-array-into-fibonacci-sequence
1779.8364613072,1424,"Diagonal Traverse II",diagonal-traverse-ii
1779.7534349429,1129,"Shortest Path with Alternating Colors",shortest-path-with-alternating-colors
1779.7001728541,2369,"Check if There is a Valid Partition For The Array",check-if-there-is-a-valid-partition-for-the-array
1779.3931248179,1016,"Binary String With Substrings Representing 1 To N",binary-string-with-substrings-representing-1-to-n
1779.0712927572,2601,"Prime Subtraction Operation",prime-subtraction-operation
1778.4880620629,1824,"Minimum Sideway Jumps",minimum-sideway-jumps
1777.3786570233,918,"Maximum Sum Circular Subarray",maximum-sum-circular-subarray
1777.2275836051,3164,"Find the Number of Good Pairs II",find-the-number-of-good-pairs-ii
1775.8546066480,2531,"Make Number of Distinct Characters Equal",make-number-of-distinct-characters-equal
1774.8764591297,1238,"Circular Permutation in Binary Representation",circular-permutation-in-binary-representation
1772.9528456848,2982,"Find Longest Special Substring That Occurs Thrice II",find-longest-special-substring-that-occurs-thrice-ii
1772.4702293335,3170,"Lexicographically Minimum String After Removing Stars",lexicographically-minimum-string-after-removing-stars
1770.8924569497,1146,"Snapshot Array",snapshot-array
1769.4344566771,2685,"Count the Number of Complete Components",count-the-number-of-complete-components
1768.9138093037,2718,"Sum of Matrix After Queries",sum-of-matrix-after-queries
1768.6238968290,1600,"Throne Inheritance",throne-inheritance
1766.2506177612,1914,"Cyclically Rotating a Grid",cyclically-rotating-a-grid
1765.5654059263,875,"Koko Eating Bananas",koko-eating-bananas
1764.9170564773,1706,"Where Will the Ball Fall",where-will-the-ball-fall
1764.7072848367,3085,"Minimum Deletions to Make String K-Special",minimum-deletions-to-make-string-k-special
1763.7876799590,2905,"Find Indices With Index and Value Difference II",find-indices-with-index-and-value-difference-ii
1763.6404758359,2462,"Total Cost to Hire K Workers",total-cost-to-hire-k-workers
1762.3115124143,948,"Bag of Tokens",bag-of-tokens
1762.0307532652,1262,"Greatest Sum Divisible by Three",greatest-sum-divisible-by-three
1761.9162628125,2453,"Destroy Sequential Targets",destroy-sequential-targets
1760.9131492436,2121,"Intervals Between Identical Elements",intervals-between-identical-elements
1759.2287478055,2075,"Decode the Slanted Ciphertext",decode-the-slanted-ciphertext
1759.0470795449,2498,"Frog Jump II",frog-jump-ii
1759.0197295594,1541,"Minimum Insertions to Balance a Parentheses String",minimum-insertions-to-balance-a-parentheses-string
1758.7525514100,1027,"Longest Arithmetic Subsequence",longest-arithmetic-subsequence
1758.5135073787,1954,"Minimum Garden Perimeter to Collect Enough Apples",minimum-garden-perimeter-to-collect-enough-apples
1756.9635539930,3112,"Minimum Time to Visit Disappearing Nodes",minimum-time-to-visit-disappearing-nodes
1754.1710323358,2568,"Minimum Impossible OR",minimum-impossible-or
1753.9062487685,1216,"Valid Palindrome III",valid-palindrome-iii
1753.4775753993,764,"Largest Plus Sign",largest-plus-sign
1752.9555725796,1135,"Connecting Cities With Minimum Cost",connecting-cities-with-minimum-cost
1752.2621077596,939,"Minimum Area Rectangle",minimum-area-rectangle
1751.5101577001,2166,"Design Bitset",design-bitset
1751.1156254650,2400,"Number of Ways to Reach a Position After Exactly k Steps",number-of-ways-to-reach-a-position-after-exactly-k-steps
1749.9743684275,2856,"Minimum Array Length After Pair Removals",minimum-array-length-after-pair-removals
1749.5432375672,2401,"Longest Nice Subarray",longest-nice-subarray
1749.5115037045,2871,"Split Array Into Maximum Number of Subarrays",split-array-into-maximum-number-of-subarrays
1749.4981778209,1111,"Maximum Nesting Depth of Two Valid Parentheses Strings",maximum-nesting-depth-of-two-valid-parentheses-strings
1748.4522689101,2134,"Minimum Swaps to Group All 1's Together II",minimum-swaps-to-group-all-1s-together-ii
1748.1523771585,1297,"Maximum Number of Occurrences of a Substring",maximum-number-of-occurrences-of-a-substring
1748.1339100823,2171,"Removing Minimum Number of Magic Beans",removing-minimum-number-of-magic-beans
1747.6755111029,1191,"K-Concatenation Maximum Sum",k-concatenation-maximum-sum
1746.8757919578,1849,"Splitting a String Into Descending Consecutive Values",splitting-a-string-into-descending-consecutive-values
1746.1359179770,1024,"Video Stitching",video-stitching
1745.6580748712,1530,"Number of Good Leaf Nodes Pairs",number-of-good-leaf-nodes-pairs
1745.6490739887,1391,"Check if There is a Valid Path in a Grid",check-if-there-is-a-valid-path-in-a-grid
1745.5352025872,2502,"Design Memory Allocator",design-memory-allocator
1744.7611048301,1638,"Count Substrings That Differ by One Character",count-substrings-that-differ-by-one-character
1744.0388789755,1139,"Largest 1-Bordered Square",largest-1-bordered-square
1743.7319765540,2087,"Minimum Cost Homecoming of a Robot in a Grid",minimum-cost-homecoming-of-a-robot-in-a-grid
1741.4527995252,1145,"Binary Tree Coloring Game",binary-tree-coloring-game
1741.3694833067,3020,"Find the Maximum Number of Elements in Subset",find-the-maximum-number-of-elements-in-subset
1740.5014205942,1079,"Letter Tile Possibilities",letter-tile-possibilities
1739.5831401172,1593,"Split a String Into the Max Number of Unique Substrings",split-a-string-into-the-max-number-of-unique-substrings
1737.8431142688,1814,"Count Nice Pairs in an Array",count-nice-pairs-in-an-array
1737.2065180671,3044,"Most Frequent Prime",most-frequent-prime
1735.8505509901,2707,"Extra Characters in a String",extra-characters-in-a-string
1734.8208369949,1292,"Maximum Side Length of a Square with Sum Less than or Equal to Threshold",maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold
1734.0550202798,2048,"Next Greater Numerically Balanced Number",next-greater-numerically-balanced-number
1732.7813534239,1273,"Delete Tree Nodes",delete-tree-nodes
1732.5146472785,2786,"Visit Array Positions to Maximize Score",visit-array-positions-to-maximize-score
1731.5555445321,889,"Construct Binary Tree from Preorder and Postorder Traversal",construct-binary-tree-from-preorder-and-postorder-traversal
1730.3052054913,1014,"Best Sightseeing Pair",best-sightseeing-pair
1729.6074000215,1220,"Count Vowels Permutation",count-vowels-permutation
1725.4481937307,1011,"Capacity To Ship Packages Within D Days",capacity-to-ship-packages-within-d-days
1725.1995150882,2416,"Sum of Prefix Scores of Strings",sum-of-prefix-scores-of-strings
1724.3941649340,2261,"K Divisible Elements Subarrays",k-divisible-elements-subarrays
1724.1545485476,2070,"Most Beautiful Item for Each Query",most-beautiful-item-for-each-query
1722.8129701098,1359,"Count All Valid Pickup and Delivery Options",count-all-valid-pickup-and-delivery-options
1722.3088173214,1197,"Minimum Knight Moves",minimum-knight-moves
1721.1964988483,2826,"Sorting Three Groups",sorting-three-groups
1720.7470612766,2563,"Count the Number of Fair Pairs",count-the-number-of-fair-pairs
1719.9451998740,1239,"Maximum Length of a Concatenated String with Unique Characters",maximum-length-of-a-concatenated-string-with-unique-characters
1718.9772466681,2017,"Grid Game",grid-game
1718.8256321624,2397,"Maximum Rows Covered by Columns",maximum-rows-covered-by-columns
1716.9721777000,2202,"Maximize the Topmost Element After K Moves",maximize-the-topmost-element-after-k-moves
1714.9927637010,2359,"Find Closest Node to Given Two Nodes",find-closest-node-to-given-two-nodes
1714.6960124182,1781,"Sum of Beauty of All Substrings",sum-of-beauty-of-all-substrings
1713.3954468582,2406,"Divide Intervals Into Minimum Number of Groups",divide-intervals-into-minimum-number-of-groups
1713.2768268466,1372,"Longest ZigZag Path in a Binary Tree",longest-zigzag-path-in-a-binary-tree
1712.4010133221,1042,"Flower Planting With No Adjacent",flower-planting-with-no-adjacent
1711.4873176824,2385,"Amount of Time for Binary Tree to Be Infected",amount-of-time-for-binary-tree-to-be-infected
1711.1205064321,1801,"Number of Orders in the Backlog",number-of-orders-in-the-backlog
1710.9105378431,923,"3Sum With Multiplicity",3sum-with-multiplicity
1710.3243520032,1567,"Maximum Length of Subarray With Positive Product",maximum-length-of-subarray-with-positive-product
1710.1120861153,759,"Employee Free Time",employee-free-time
1710.0787625377,1136,"Parallel Courses",parallel-courses
1709.1461451873,979,"Distribute Coins in Binary Tree",distribute-coins-in-binary-tree
1709.1054732427,2140,"Solving Questions With Brainpower",solving-questions-with-brainpower
1708.9983361411,1401,"Circle and Rectangle Overlapping",circle-and-rectangle-overlapping
1708.9663754668,2944,"Minimum Number of Coins for Fruits",minimum-number-of-coins-for-fruits
1708.8735585776,901,"Online Stock Span",online-stock-span
1708.8129236790,826,"Most Profit Assigning Work",most-profit-assigning-work
1708.7149486078,3040,"Maximum Number of Operations With the Same Score II",maximum-number-of-operations-with-the-same-score-ii
1708.7056764058,2257,"Count Unguarded Cells in the Grid",count-unguarded-cells-in-the-grid
1707.8992927609,816,"Ambiguous Coordinates",ambiguous-coordinates
1707.4309979043,3025,"Find the Number of Ways to Place People I",find-the-number-of-ways-to-place-people-i
1705.2545641354,2672,"Number of Adjacent Elements With the Same Color",number-of-adjacent-elements-with-the-same-color
1704.3608916410,1947,"Maximum Compatibility Score Sum",maximum-compatibility-score-sum
1702.8035923458,958,"Check Completeness of a Binary Tree",check-completeness-of-a-binary-tree
1702.4962514406,2100,"Find Good Days to Rob the Bank",find-good-days-to-rob-the-bank
1702.4387527636,2080,"Range Frequency Queries",range-frequency-queries
1701.7584658834,1774,"Closest Dessert Cost",closest-dessert-cost
1701.5735371897,1054,"Distant Barcodes",distant-barcodes
1701.4341867571,2929,"Distribute Candies Among Children II",distribute-candies-among-children-ii
1700.8505554268,2962,"Count Subarrays Where Max Element Appears at Least K Times",count-subarrays-where-max-element-appears-at-least-k-times
1697.8500495479,1017,"Convert to Base -2",convert-to-base-2
1697.2356875149,1289,"Minimum Falling Path Sum II",minimum-falling-path-sum-ii
1697.0187705319,825,"Friends Of Appropriate Ages",friends-of-appropriate-ages
1696.9920075471,1487,"Making File Names Unique",making-file-names-unique
1696.9464414997,3143,"Maximum Points Inside the Square",maximum-points-inside-the-square
1696.8895579594,2588,"Count the Number of Beautiful Subarrays",count-the-number-of-beautiful-subarrays
1695.3076664977,792,"Number of Matching Subsequences",number-of-matching-subsequences
1695.2832486322,1942,"The Number of the Smallest Unoccupied Chair",the-number-of-the-smallest-unoccupied-chair
1695.0815222626,2420,"Find All Good Indices",find-all-good-indices
1694.4339515030,829,"Consecutive Numbers Sum",consecutive-numbers-sum
1694.4308657594,2466,"Count Ways To Build Good Strings",count-ways-to-build-good-strings
1693.4495728383,2337,"Move Pieces to Obtain a String",move-pieces-to-obtain-a-string
1692.5884631801,1462,"Course Schedule IV",course-schedule-iv
1690.9043557462,919,"Complete Binary Tree Inserter",complete-binary-tree-inserter
1690.1655236843,935,"Knight Dialer",knight-dialer
1689.7833547546,3071,"Minimum Operations to Write the Letter Y on a Grid",minimum-operations-to-write-the-letter-y-on-a-grid
1689.7569144085,1419,"Minimum Number of Frogs Croaking",minimum-number-of-frogs-croaking
1688.9209684568,1963,"Minimum Number of Swaps to Make the String Balanced",minimum-number-of-swaps-to-make-the-string-balanced
1688.6445178061,3043,"Find the Length of the Longest Common Prefix",find-the-length-of-the-longest-common-prefix
1686.4493679523,950,"Reveal Cards In Increasing Order",reveal-cards-in-increasing-order
1685.5389350949,2233,"Maximum Product After K Increments",maximum-product-after-k-increments
1685.3599641299,2074,"Reverse Nodes in Even Length Groups",reverse-nodes-in-even-length-groups
1682.8882177724,1443,"Minimum Time to Collect All Apples in a Tree",minimum-time-to-collect-all-apples-in-a-tree
1682.1689207800,2497,"Maximum Star Sum of a Graph",maximum-star-sum-of-a-graph
1681.3263732456,767,"Reorganize String",reorganize-string
1680.8669178490,2280,"Minimum Lines to Represent a Line Chart",minimum-lines-to-represent-a-line-chart
1680.8242599300,1865,"Finding Pairs With a Certain Sum",finding-pairs-with-a-certain-sum
1680.4852623991,1031,"Maximum Sum of Two Non-Overlapping Subarrays",maximum-sum-of-two-non-overlapping-subarrays
1680.1353258588,2182,"Construct String With Repeat Limit",construct-string-with-repeat-limit
1680.0815931601,2457,"Minimum Addition to Make Integer Beautiful",minimum-addition-to-make-integer-beautiful
1679.5737760149,2492,"Minimum Score of a Path Between Two Cities",minimum-score-of-a-path-between-two-cities
1679.2607152001,1402,"Reducing Dishes",reducing-dishes
1678.7231378948,1905,"Count Sub Islands",count-sub-islands
1678.6245760413,2698,"Find the Punishment Number of an Integer",find-the-punishment-number-of-an-integer
1678.6241816708,2317,"Maximum XOR After Operations ",maximum-xor-after-operations
1678.5871762113,2115,"Find All Possible Recipes from Given Supplies",find-all-possible-recipes-from-given-supplies
1678.3947690537,885,"Spiral Matrix III",spiral-matrix-iii
1678.1133886034,853,"Car Fleet",car-fleet
1677.4559378473,2943,"Maximize Area of Square Hole in Grid",maximize-area-of-square-hole-in-grid
1676.5007365375,2641,"Cousins in Binary Tree II",cousins-in-binary-tree-ii
1675.9894075840,974,"Subarray Sums Divisible by K",subarray-sums-divisible-by-k
1675.9610355975,987,"Vertical Order Traversal of a Binary Tree",vertical-order-traversal-of-a-binary-tree
1675.7612347410,1870,"Minimum Speed to Arrive on Time",minimum-speed-to-arrive-on-time
1674.9985842835,1339,"Maximum Product of Splitted Binary Tree",maximum-product-of-splitted-binary-tree
1674.7986939472,1922,"Count Good Numbers",count-good-numbers
1674.5365205597,1215,"Stepping Numbers",stepping-numbers
1672.1678031263,1438,"Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit",longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit
1671.9261598000,2033,"Minimum Operations to Make a Uni-Value Grid",minimum-operations-to-make-a-uni-value-grid
1671.4657554194,1738,"Find Kth Largest XOR Coordinate Value",find-kth-largest-xor-coordinate-value
1666.3469909790,1162,"As Far from Land as Possible",as-far-from-land-as-possible
1665.2490724700,1620,"Coordinate With Maximum Network Quality",coordinate-with-maximum-network-quality
1665.1885910815,2593,"Find Score of an Array After Marking All Elements",find-score-of-an-array-after-marking-all-elements
1664.7703749741,1121,"Divide Array Into Increasing Sequences",divide-array-into-increasing-sequences
1663.4565919330,2611,"Mice and Cheese",mice-and-cheese
1663.3912882908,2063,"Vowels of All Substrings",vowels-of-all-substrings
1663.2612318917,1219,"Path with Maximum Gold",path-with-maximum-gold
1663.1853149056,863,"All Nodes Distance K in Binary Tree",all-nodes-distance-k-in-binary-tree
1662.7075394144,2550,"Count Collisions of Monkeys on a Polygon",count-collisions-of-monkeys-on-a-polygon
1662.6673692545,2170,"Minimum Operations to Make the Array Alternating",minimum-operations-to-make-the-array-alternating
1659.6231386056,3029,"Minimum Time to Revert Word to Initial State I",minimum-time-to-revert-word-to-initial-state-i
1658.9210227330,2195,"Append K Integers With Minimal Sum",append-k-integers-with-minimal-sum
1658.8190087768,2915,"Length of the Longest Subsequence That Sums to Target",length-of-the-longest-subsequence-that-sums-to-target
1658.7495899767,1254,"Number of Closed Islands",number-of-closed-islands
1658.6836278802,1169,"Invalid Transactions",invalid-transactions
1658.5967147757,1958,"Check if Move is Legal",check-if-move-is-legal
1658.3530344788,2304,"Minimum Path Cost in a Grid",minimum-path-cost-in-a-grid
1658.3474650806,1091,"Shortest Path in Binary Matrix",shortest-path-in-binary-matrix
1658.3305547865,1583,"Count Unhappy Friends",count-unhappy-friends
1657.5344546445,3015,"Count the Number of Houses at a Certain Distance I",count-the-number-of-houses-at-a-certain-distance-i
1657.1231739081,1249,"Minimum Remove to Make Valid Parentheses",minimum-remove-to-make-valid-parentheses
1656.5588918365,2222,"Number of Ways to Select Buildings",number-of-ways-to-select-buildings
1655.6433885989,1004,"Max Consecutive Ones III",max-consecutive-ones-iii
1654.0793660142,1257,"Smallest Common Region",smallest-common-region
1653.7337081336,1155,"Number of Dice Rolls With Target Sum",number-of-dice-rolls-with-target-sum
1653.0356626499,1509,"Minimum Difference Between Largest and Smallest Value in Three Moves",minimum-difference-between-largest-and-smallest-value-in-three-moves
1652.5809810428,1311,"Get Watched Videos by Your Friends",get-watched-videos-by-your-friends
1651.5845871727,750,"Number Of Corner Rectangles",number-of-corner-rectangles
1651.5692678340,2343,"Query Kth Smallest Trimmed Number",query-kth-smallest-trimmed-number
1649.9728054796,1367,"Linked List in Binary Tree",linked-list-in-binary-tree
1649.7120733311,2523,"Closest Prime Numbers in Range",closest-prime-numbers-in-range
1649.2000410344,2571,"Minimum Operations to Reduce an Integer to 0",minimum-operations-to-reduce-an-integer-to-0
1648.3540381514,2423,"Remove Letter To Equalize Frequency",remove-letter-to-equalize-frequency
1648.3417578820,870,"Advantage Shuffle",advantage-shuffle
1648.0880791614,1975,"Maximum Matrix Sum",maximum-matrix-sum
1646.1943237127,1358,"Number of Substrings Containing All Three Characters",number-of-substrings-containing-all-three-characters
1646.1765343383,2226,"Maximum Candies Allocated to K Children",maximum-candies-allocated-to-k-children
1645.0308414414,3153,"Sum of Digit Differences of All Pairs",sum-of-digit-differences-of-all-pairs
1643.5283095007,2196,"Create Binary Tree From Descriptions",create-binary-tree-from-descriptions
1643.1325351423,2024,"Maximize the Confusion of an Exam",maximize-the-confusion-of-an-exam
1642.1446933109,2275,"Largest Combination With Bitwise AND Greater Than Zero",largest-combination-with-bitwise-and-greater-than-zero
1641.9424376927,2375,"Construct Smallest Number From DI String",construct-smallest-number-from-di-string
1640.9591585343,2187,"Minimum Time to Complete Trips",minimum-time-to-complete-trips
1640.8976042503,2344,"Minimum Deletions to Make Array Divisible",minimum-deletions-to-make-array-divisible
1638.4147703093,2779,"Maximum Beauty of an Array After Applying Operation",maximum-beauty-of-an-array-after-applying-operation
1638.3134093066,1926,"Nearest Exit from Entrance in Maze",nearest-exit-from-entrance-in-maze
1638.1281256708,838,"Push Dominoes",push-dominoes
1638.0148920643,990,"Satisfiability of Equality Equations",satisfiability-of-equality-equations
1637.0082208814,1558,"Minimum Numbers of Function Calls to Make Target Array",minimum-numbers-of-function-calls-to-make-target-array
1636.7472106213,2512,"Reward Top K Students",reward-top-k-students
1636.6877598712,1386,"Cinema Seat Allocation",cinema-seat-allocation
1636.4732262700,2384,"Largest Palindromic Number",largest-palindromic-number
1635.6879273926,1899,"Merge Triplets to Form Target Triplet",merge-triplets-to-form-target-triplet
1635.1802054842,3076,"Shortest Uncommon Substring in an Array",shortest-uncommon-substring-in-an-array
1635.1520858279,2471,"Minimum Number of Operations to Sort a Binary Tree by Level",minimum-number-of-operations-to-sort-a-binary-tree-by-level
1633.6202302555,1466,"Reorder Routes to Make All Paths Lead to the City Zero",reorder-routes-to-make-all-paths-lead-to-the-city-zero
1633.1789521619,1053,"Previous Permutation With One Swap",previous-permutation-with-one-swap
1633.1372577433,1319,"Number of Operations to Make Network Connected",number-of-operations-to-make-network-connected
1632.0191837349,820,"Short Encoding of Words",short-encoding-of-words
1631.5850830561,2580,"Count Ways to Group Overlapping Ranges",count-ways-to-group-overlapping-ranges
1631.3381456830,1540,"Can Convert String in K Moves",can-convert-string-in-k-moves
1629.5416832545,1680,"Concatenation of Consecutive Binary Numbers",concatenation-of-consecutive-binary-numbers
1628.5072578803,1332,"Remove Palindromic Subsequences",remove-palindromic-subsequences
1626.6740430119,1182,"Shortest Distance to Target Color",shortest-distance-to-target-color
1626.3266982141,1366,"Rank Teams by Votes",rank-teams-by-votes
1625.9636825798,2684,"Maximum Number of Moves in a Grid",maximum-number-of-moves-in-a-grid
1625.7172632295,2860,"Happy Students",happy-students
1624.9775945043,785,"Is Graph Bipartite?",is-graph-bipartite
1624.4737611923,916,"Word Subsets",word-subsets
1623.9443250479,1248,"Count Number of Nice Subarrays",count-number-of-nice-subarrays
1622.8414025136,2086,"Minimum Number of Buckets Required to Collect Rainwater from Houses",minimum-number-of-food-buckets-to-feed-the-hamsters
1622.7743864401,2365,"Task Scheduler II",task-scheduler-ii
1622.3970914116,2425,"Bitwise XOR of All Pairings",bitwise-xor-of-all-pairings
1622.2389577197,2364,"Count Number of Bad Pairs",count-number-of-bad-pairs
1620.1553565725,3132,"Find the Integer Added to Array II",find-the-integer-added-to-array-ii
1619.5054619120,2541,"Minimum Operations to Make Array Equal II",minimum-operations-to-make-array-equal-ii
1618.6016480451,1503,"Last Moment Before All Ants Fall Out of a Plank",last-moment-before-all-ants-fall-out-of-a-plank
1616.2067360638,2241,"Design an ATM Machine",design-an-atm-machine
1615.4767730477,1020,"Number of Enclaves",number-of-enclaves
1614.4877804672,2145,"Count the Hidden Sequences",count-the-hidden-sequences
1613.2485081262,2766,"Relocate Marbles",relocate-marbles
1613.0429766636,1277,"Count Square Submatrices with All Ones",count-square-submatrices-with-all-ones
1611.8434720083,2232,"Minimize Result by Adding Parentheses to Expression",minimize-result-by-adding-parentheses-to-expression
1611.7621820686,789,"Escape The Ghosts",escape-the-ghosts
1610.5693981590,1524,"Number of Sub-arrays With Odd Sum",number-of-sub-arrays-with-odd-sum
1610.1866391145,1670,"Design Front Middle Back Queue",design-front-middle-back-queue
1609.7858209851,2438,"Range Product Queries of Powers",range-product-queries-of-powers
1608.5778758070,2567,"Minimum Score by Changing Two Elements",minimum-score-by-changing-two-elements
1607.9038975431,3080,"Mark Elements on Array by Performing Queries",mark-elements-on-array-by-performing-queries
1607.8060859500,962,"Maximum Width Ramp",maximum-width-ramp
1607.7036437819,2320,"Count Number of Ways to Place Houses",count-number-of-ways-to-place-houses
1607.4192947808,2745,"Construct the Longest New String",construct-the-longest-new-string
